doc_id,title,calories,protein,fat,sodium,rating,text_chunk
doc_02222,Cheesecake With Ginger-Lime Candied Raspberries,662.0,5.0,55.0,420.0,4.375,"Recipe: Cheesecake With Ginger-Lime Candied Raspberries.
Nutrition per serving: 662 kcal | 5 g protein | 55 g fat | 420 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), low-protein (< 10 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: citrus, cream cheese, ginger, kidney friendly, lime, peanut free, raspberry, soy free, tree nut free."
doc_02226,Steak Au Poivre With Dijon Cream Sauce,733.0,49.0,52.0,725.0,4.375,"Recipe: Steak Au Poivre With Dijon Cream Sauce.
Nutrition per serving: 733 kcal | 49 g protein | 52 g fat | 725 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: sugar conscious.
Cuisine / style: general.
Meal type: dinner.
Main protein source: beef.
Cooking method: standard.
Additional attributes: dairy, fall, meat, milk/cream, mustard, peanut free, soy free, steak, tree nut free, wheat/gluten-free, winter."
doc_02229,Mushroom-Shallot Quiche,386.0,10.0,26.0,509.0,4.375,"Recipe: Mushroom-Shallot Quiche.
Nutrition per serving: 386 kcal | 10 g protein | 26 g fat | 509 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: kosher, pescatarian, sugar conscious, vegetarian.
Cuisine / style: general.
Meal type: breakfast.
Main protein source: egg.
Cooking method: bake.
Additional attributes: milk/cream, mushroom, onion, peanut free, shallot, soy free, thyme, tree nut free."
doc_02230,Penne With Sausage And Tomatoes,986.0,42.0,44.0,2934.0,4.375,"Recipe: Penne With Sausage And Tomatoes.
Nutrition per serving: 986 kcal | 42 g protein | 44 g fat | 2934 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: not specified.
Cooking method: quick & easy.
Additional attributes: pasta, sausage, tomato.
Note: this recipe has unusually extreme nutritional values."
doc_02231,Cranberry Swirl Cheesecake With Cranberry-Raspberry Compote,766.0,10.0,54.0,469.0,4.375,"Recipe: Cranberry Swirl Cheesecake With Cranberry-Raspberry Compote.
Nutrition per serving: 766 kcal | 10 g protein | 54 g fat | 469 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dessert.
Main protein source: not specified.
Cooking method: bake.
Additional attributes: cake, chill, cranberry, cream cheese, fall, fruit, orange, sour cream."
doc_02232,Mincemeat Ice Cream,297.0,3.0,13.0,138.0,4.375,"Recipe: Mincemeat Ice Cream.
Nutrition per serving: 297 kcal | 3 g protein | 13 g fat | 138 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), low-fat (5–14 g), very low-sodium (< 150 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: kosher, pescatarian, vegetarian.
Cuisine / style: general.
Meal type: dessert.
Main protein source: nut.
Cooking method: standard.
Additional attributes: apple, dairy, fall, frozen dessert, fruit, kidney friendly, peanut free, pecan, raisin, soy free, wheat/gluten-free."
doc_02233,Tarragon-Caper Egg Salad Sandwiches With Smoked Salmon,397.0,16.0,23.0,690.0,4.375,"Recipe: Tarragon-Caper Egg Salad Sandwiches With Smoked Salmon.
Nutrition per serving: 397 kcal | 16 g protein | 23 g fat | 690 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: sandwich.
Main protein source: egg.
Cooking method: standard.
Additional attributes: capers, salmon, tarragon."
doc_02234,Kale And Potato Spanish Tortilla,507.0,12.0,42.0,699.0,4.375,"Recipe: Kale And Potato Spanish Tortilla.
Nutrition per serving: 507 kcal | 12 g protein | 42 g fat | 699 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: vegetarian.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: egg.
Cooking method: standard.
Additional attributes: leafy green, potato, winter."
doc_02236,"Roast Chicken With Parsnips, Golden Beets, And Jerusalem Artichokes With Beer Pan Juices",1268.0,94.0,79.0,1458.0,4.375,"Recipe: Roast Chicken With Parsnips, Golden Beets, And Jerusalem Artichokes With Beer Pan Juices.
Nutrition per serving: 1268 kcal | 94 g protein | 79 g fat | 1458 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: dairy free, high fiber, kosher.
Cuisine / style: general.
Meal type: dinner.
Main protein source: chicken.
Cooking method: roast.
Additional attributes: beet, fall, herb, jerusalem artichoke, low cal, no sugar added, parsnip, peanut free, soy free, tree nut free."
doc_02237,Huevos Rancheros Verdes,509.0,26.0,37.0,416.0,4.375,"Recipe: Huevos Rancheros Verdes.
Nutrition per serving: 509 kcal | 26 g protein | 37 g fat | 416 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: vegetarian.
Cuisine / style: general.
Meal type: breakfast.
Main protein source: egg.
Cooking method: standard.
Additional attributes: avocado, cheese, cilantro, pepper, tomatillo, tortillas."
doc_02239,Pork Chops With Mustard Crust,659.0,50.0,28.0,780.0,4.375,"Recipe: Pork Chops With Mustard Crust.
Nutrition per serving: 659 kcal | 50 g protein | 28 g fat | 780 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), moderate-fat (15–29 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: not specified.
Cooking method: bake.
Additional attributes: broil, mustard, parsley, pork chop."
doc_02241,Poached Wild Salmon With Peas And Morels,700.0,48.0,46.0,5162.459999999999,4.375,"Recipe: Poached Wild Salmon With Peas And Morels.
Nutrition per serving: 700 kcal | 48 g protein | 46 g fat | 5162 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: high fiber, kosher, pescatarian.
Cuisine / style: general.
Meal type: dinner.
Main protein source: fish, legume, seafood.
Cooking method: standard.
Additional attributes: milk/cream, mushroom, pea, peanut free, poach, salmon, soy free, spring, tree nut free, wheat/gluten-free.
Note: this recipe has unusually extreme nutritional values."
doc_02242,Yellow Lentil Soup,638.0,35.0,9.0,2000.0,4.375,"Recipe: Yellow Lentil Soup.
Nutrition per serving: 638 kcal | 35 g protein | 9 g fat | 2000 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), low-fat (5–14 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: soup/stew.
Main protein source: lentil.
Cooking method: standard.
Additional attributes: herb, onion, sauté, tomato."
doc_02243,Red Curry Peanut Sauce,736.0,16.0,69.0,328.0,4.375,"Recipe: Red Curry Peanut Sauce.
Nutrition per serving: 736 kcal | 16 g protein | 69 g fat | 328 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: curry.
Meal type: sauce.
Main protein source: not specified.
Cooking method: quick & easy.
Additional attributes: low cholesterol, peanut butter, soy sauce."
doc_02245,Lemon Pudding With Strawberries And Meringue Cigars,473.0,7.0,24.0,173.0,4.375,"Recipe: Lemon Pudding With Strawberries And Meringue Cigars.
Nutrition per serving: 473 kcal | 7 g protein | 24 g fat | 173 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), low-protein (< 10 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: kosher, pescatarian, vegetarian.
Cuisine / style: general.
Meal type: dessert.
Main protein source: egg, nut.
Cooking method: bake.
Additional attributes: berry, citrus, fruit, kid-friendly, kidney friendly, lemon, lemon juice, peanut free, pistachio, soy free, spring, strawberry, tree nut."
doc_02246,Honey-Cheese Pie With Strawberry Compote,534.0,12.0,31.0,300.0,4.375,"Recipe: Honey-Cheese Pie With Strawberry Compote.
Nutrition per serving: 534 kcal | 12 g protein | 31 g fat | 300 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dessert.
Main protein source: not specified.
Cooking method: bake.
Additional attributes: cream cheese, honey, strawberry, walnut."
doc_02247,Chocolate-Hazelnut Pudding,414.0,7.0,24.0,155.0,4.375,"Recipe: Chocolate-Hazelnut Pudding.
Nutrition per serving: 414 kcal | 7 g protein | 24 g fat | 155 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), low-protein (< 10 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dessert.
Main protein source: nut.
Cooking method: standard.
Additional attributes: chill, chocolate, dairy, fall, hazelnut, kid-friendly."
doc_02248,Roquefort Aspic Mousse With Tomatoes And Chives,200.0,11.0,17.0,346.0,4.375,"Recipe: Roquefort Aspic Mousse With Tomatoes And Chives.
Nutrition per serving: 200 kcal | 11 g protein | 17 g fat | 346 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: appetizer.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: blue cheese, boil, chill, chive, cream cheese, summer, tomato."
doc_02249,Shrimp Bisque With Pernod,184.0,11.0,8.0,1050.0,4.375,"Recipe: Shrimp Bisque With Pernod.
Nutrition per serving: 184 kcal | 11 g protein | 8 g fat | 1050 mg sodium.
Nutrition profile: low-calorie (under 200 kcal), moderate-protein (10–24 g), low-fat (5–14 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: pescatarian, sugar conscious.
Cuisine / style: general.
Meal type: lunch, soup/stew.
Main protein source: shrimp.
Cooking method: standard.
Additional attributes: milk/cream, peanut free, rice, shellfish, simmer, soy free, tomato, tree nut free, wheat/gluten-free, winter."
doc_02250,Persian Love Cake,990.0,10.0,70.0,224.0,4.375,"Recipe: Persian Love Cake.
Nutrition per serving: 990 kcal | 10 g protein | 70 g fat | 224 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: kosher, pescatarian, vegetarian.
Cuisine / style: general.
Meal type: dessert.
Main protein source: not specified.
Cooking method: bake.
Additional attributes: cake, kidney friendly, peanut free, soy free, valentine's day."
doc_02251,Parmesan Chicken With Mixed Baby Greens,481.0,48.0,24.0,437.0,4.375,"Recipe: Parmesan Chicken With Mixed Baby Greens.
Nutrition per serving: 481 kcal | 48 g protein | 24 g fat | 437 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: chicken.
Cooking method: quick & easy.
Additional attributes: cheese, fall, leafy green, lettuce, parmesan, poultry, sauté."
doc_02253,Three-Cheese Baked Eggs With Roasted Peppers,429.0,26.0,30.0,889.0,4.375,"Recipe: Three-Cheese Baked Eggs With Roasted Peppers.
Nutrition per serving: 429 kcal | 26 g protein | 30 g fat | 889 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: vegetarian.
Cuisine / style: general.
Meal type: breakfast, brunch.
Main protein source: egg.
Cooking method: bake.
Additional attributes: bell pepper, cheddar, cheese, fall, parmesan, pepper."
doc_02254,Chicken Breasts Stuffed With Goat Cheese And Basil,737.0,48.0,53.0,1583.0,4.375,"Recipe: Chicken Breasts Stuffed With Goat Cheese And Basil.
Nutrition per serving: 737 kcal | 48 g protein | 53 g fat | 1583 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: chicken.
Cooking method: bake.
Additional attributes: basil, goat cheese, mushroom."
doc_02256,Sweet Potato Soup With Fried Pancetta And Rosemary Croutons,428.0,13.0,25.0,505.0,4.375,"Recipe: Sweet Potato Soup With Fried Pancetta And Rosemary Croutons.
Nutrition per serving: 428 kcal | 13 g protein | 25 g fat | 505 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: lunch, soup/stew.
Main protein source: not specified.
Cooking method: quick & easy.
Additional attributes: bacon, fall, peanut free, potato, rosemary, simmer, soy free, sweet potato/yam, tree nut free."
doc_02257,Grand Marnier Brownie Kisses,195.0,2.0,12.0,38.0,4.375,"Recipe: Grand Marnier Brownie Kisses.
Nutrition per serving: 195 kcal | 2 g protein | 12 g fat | 38 mg sodium.
Nutrition profile: low-calorie (under 200 kcal), low-protein (< 10 g), low-fat (5–14 g), very low-sodium (< 150 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dessert.
Main protein source: egg.
Cooking method: bake.
Additional attributes: chocolate, dairy, fall, milk/cream, orange, spring, vanilla."
doc_02260,Veal Cutlets With Tomato And Basil Sauce,558.0,36.0,42.0,509.0,4.375,"Recipe: Veal Cutlets With Tomato And Basil Sauce.
Nutrition per serving: 558 kcal | 36 g protein | 42 g fat | 509 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: beef.
Cooking method: standard.
Additional attributes: herb, sauté, spring, tomato, veal."
doc_02261,Spanish-Style Oxtails Braised With Chorizo,1894.0,97.0,104.0,1596.0,4.375,"Recipe: Spanish-Style Oxtails Braised With Chorizo.
Nutrition per serving: 1894 kcal | 97 g protein | 104 g fat | 1596 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: beef, pork.
Cooking method: standard.
Additional attributes: braise, carrot, sausage, tomato, winter.
Note: this recipe has unusually extreme nutritional values."
doc_02262,Turkey Cutlets With Cilantro-Almond Sauce,414.0,34.0,29.0,523.0,4.375,"Recipe: Turkey Cutlets With Cilantro-Almond Sauce.
Nutrition per serving: 414 kcal | 34 g protein | 29 g fat | 523 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: nut, turkey.
Cooking method: grill/barbecue, quick & easy.
Additional attributes: garlic, kid-friendly, summer."
doc_02263,"Shrimp, Jícama, And Apricot Salad",582.0,17.0,9.0,15.0,4.375,"Recipe: Shrimp, Jícama, And Apricot Salad.
Nutrition per serving: 582 kcal | 17 g protein | 9 g fat | 15 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), low-fat (5–14 g), very low-sodium (< 150 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: salad.
Main protein source: shrimp.
Cooking method: quick & easy.
Additional attributes: apricot, cucumber, fruit, shellfish, summer, vegetable."
doc_02265,Smoked Salmon Dip,172.0,17.0,10.0,558.0,4.375,"Recipe: Smoked Salmon Dip.
Nutrition per serving: 172 kcal | 17 g protein | 10 g fat | 558 mg sodium.
Nutrition profile: low-calorie (under 200 kcal), moderate-protein (10–24 g), low-fat (5–14 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: fish, seafood.
Cooking method: standard.
Additional attributes: condiment/spread, horseradish, low cal, salmon, yogurt."
doc_02268,Lebanese Chicken,1495.0,128.0,103.0,481.0,4.375,"Recipe: Lebanese Chicken.
Nutrition per serving: 1495 kcal | 128 g protein | 103 g fat | 481 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: healthy.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: chicken.
Cooking method: bake.
Additional attributes: lemon, low carb, low/no sugar, marinate, spice.
Note: this recipe has unusually extreme nutritional values."
doc_02269,Spiced Herb Marinade For Fish,594.0,42.0,45.0,450.0,4.375,"Recipe: Spiced Herb Marinade For Fish.
Nutrition per serving: 594 kcal | 42 g protein | 45 g fat | 450 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: not specified.
Cooking method: bake.
Additional attributes: cilantro, garlic, lemon, marinate, parsley, salmon."
doc_02270,Asian Bow-Tie Pasta Salad With Shrimp And Vegetables,487.0,19.0,22.0,858.0,4.375,"Recipe: Asian Bow-Tie Pasta Salad With Shrimp And Vegetables.
Nutrition per serving: 487 kcal | 19 g protein | 22 g fat | 858 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: salad.
Main protein source: shrimp.
Cooking method: standard.
Additional attributes: chill, pasta, vegetable."
doc_02279,Two-Bean Turkey Chili,511.0,41.0,12.0,245.0,4.375,"Recipe: Two-Bean Turkey Chili.
Nutrition per serving: 511 kcal | 41 g protein | 12 g fat | 245 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), low-fat (5–14 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: dairy free, kosher.
Cuisine / style: general.
Meal type: dinner, lunch, soup/stew.
Main protein source: bean, turkey.
Cooking method: slow cooker.
Additional attributes: bell pepper, garlic, green bean, hot pepper, jalapeño, no sugar added, peanut free, pepper, poblano, soy free, tomato, tree nut free, wheat/gluten-free."
doc_02280,Osso Buco With Mushroom Sauce,2767.0,160.40999999999983,92.0,1931.0,4.375,"Recipe: Osso Buco With Mushroom Sauce.
Nutrition per serving: 2767 kcal | 160 g protein | 92 g fat | 1931 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: not specified.
Cooking method: roast.
Additional attributes: herb, mushroom, onion, veal, winter.
Note: this recipe has unusually extreme nutritional values."
doc_02281,Fresh Strawberry Sorbet,169.0,1.0,0.0,5.0,4.375,"Recipe: Fresh Strawberry Sorbet.
Nutrition per serving: 169 kcal | 1 g protein | 0 g fat | 5 mg sodium.
Nutrition profile: low-calorie (under 200 kcal), low-protein (< 10 g), very low-fat (< 5 g), very low-sodium (< 150 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: dairy free, kosher, pescatarian, vegan, vegetarian.
Cuisine / style: general.
Meal type: dessert.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: berry, fat free, freeze/chill, frozen dessert, kid-friendly, kidney friendly, peanut free, soy free, strawberry, summer, tree nut free, wheat/gluten-free."
doc_02283,Curried Couscous With Chicken And Zucchini,807.0,39.0,48.0,1081.0,4.375,"Recipe: Curried Couscous With Chicken And Zucchini.
Nutrition per serving: 807 kcal | 39 g protein | 48 g fat | 1081 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: curry.
Meal type: dinner.
Main protein source: chicken.
Cooking method: standard.
Additional attributes: couscous, no sugar added, peanut free, sauté, soy free, summer, tree nut free, vegetable, zucchini."
doc_02287,Ma-Po Tofu,265.0,20.0,17.0,835.0,4.375,"Recipe: Ma-Po Tofu.
Nutrition per serving: 265 kcal | 20 g protein | 17 g fat | 835 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: dairy free, sugar conscious.
Cuisine / style: general.
Meal type: dinner.
Main protein source: pork, tofu.
Cooking method: quick & easy.
Additional attributes: ginger, no sugar added, poach, soy sauce, stir-fry, tree nut free."
doc_02290,Roast Turkey With White-Wine Gravy,1305.0,160.40999999999983,57.0,938.0,4.375,"Recipe: Roast Turkey With White-Wine Gravy.
Nutrition per serving: 1305 kcal | 160 g protein | 57 g fat | 938 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: turkey.
Cooking method: roast.
Additional attributes: herb, sauté, simmer.
Note: this recipe has unusually extreme nutritional values."
doc_02292,Grilled Flank Steak With Rosemary,510.0,38.0,32.0,1261.0,4.375,"Recipe: Grilled Flank Steak With Rosemary.
Nutrition per serving: 510 kcal | 38 g protein | 32 g fat | 1261 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: not specified.
Cooking method: grill/barbecue.
Additional attributes: garlic, grill, marinate, rosemary, steak."
doc_02293,Flank Steak,246.0,30.0,11.0,1009.0,4.375,"Recipe: Flank Steak.
Nutrition per serving: 246 kcal | 30 g protein | 11 g fat | 1009 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), high-protein (≥25 g), low-fat (5–14 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dinner.
Main protein source: beef.
Cooking method: standard.
Additional attributes: broil, garlic, marinate, soy sauce, steak."
doc_02294,Chipotle Beef Chili With Lime Crema,935.0,54.0,59.0,1331.0,4.375,"Recipe: Chipotle Beef Chili With Lime Crema.
Nutrition per serving: 935 kcal | 54 g protein | 59 g fat | 1331 mg sodium.
Nutrition profile: very high-calorie (over 700 kcal), high-protein (≥25 g), high-fat (≥ 30 g), high-sodium (≥ 600 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: bean, beef.
Cooking method: standard.
Additional attributes: ground beef, lime, potato, sauté, summer, vegetable."
doc_02295,Iced Coffee Mousse,354.0,7.0,18.0,111.0,4.375,"Recipe: Iced Coffee Mousse.
Nutrition per serving: 354 kcal | 7 g protein | 18 g fat | 111 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), low-protein (< 10 g), moderate-fat (15–29 g), very low-sodium (< 150 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: dessert.
Main protein source: not specified.
Cooking method: quick & easy.
Additional attributes: chill, coffee, dairy, milk/cream, peanut free, soy free, summer, tree nut free, wheat/gluten-free."
doc_02296,Gnocchetti Sardi With Wild Boar,452.0,22.0,30.0,400.0,4.375,"Recipe: Gnocchetti Sardi With Wild Boar.
Nutrition per serving: 452 kcal | 22 g protein | 30 g fat | 400 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: none specified.
Cuisine / style: general.
Meal type: general purpose.
Main protein source: not specified.
Cooking method: standard.
Additional attributes: carrot, celery, cheese, garlic, onion, parsley, pasta, sauté, tomato, winter."
doc_02298,"Couscous With Golden Raisins, Pine Nuts, And Green Onions",576.0,14.0,30.0,483.0,4.375,"Recipe: Couscous With Golden Raisins, Pine Nuts, And Green Onions.
Nutrition per serving: 576 kcal | 14 g protein | 30 g fat | 483 mg sodium.
Nutrition profile: high-calorie (400–700 kcal), moderate-protein (10–24 g), high-fat (≥ 30 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: high fiber.
Cuisine / style: general.
Meal type: side.
Main protein source: not specified.
Cooking method: quick & easy.
Additional attributes: boil, couscous, no sugar added, onion, peanut free, pine nut, raisin, soy free, summer."
doc_02301,Sweet Potato Corn Bread Stuffing With Greens And Bacon,390.0,14.0,20.0,593.0,4.375,"Recipe: Sweet Potato Corn Bread Stuffing With Greens And Bacon.
Nutrition per serving: 390 kcal | 14 g protein | 20 g fat | 593 mg sodium.
Nutrition profile: moderate-calorie (200–400 kcal), moderate-protein (10–24 g), moderate-fat (15–29 g), moderate-sodium (150–599 mg).
User rating: 4.38/5 — highly rated (4.0–4.4).
Diet suitability: dairy free, high fiber.
Cuisine / style: general.
Meal type: side.
Main protein source: not specified.
Cooking method: bake.
Additional attributes: bacon, fall, herb, kale, peanut free, pecan, soy free, sweet potato/yam, wheat/gluten-free."
